Hashed Email,User Group,Statistical Category 1,Statistical Category 2,Statistical Category 3,Statistical Category 4
2711e8935d330da9b55b942380596a4daeecf715669718e308ad0b1d02932362,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
d57308ed1be7f7bee7fd9ef44f8b5b795b3556598dcc09c0e5c2119dc32aa534,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
e97e0e69efe35d26e74737aea1ba84166a88b7dbee9df60a6de49fe8474cd9bf,ADMIN STAFF,Others,0,0,0
073197d54a6c20dee4d3e79d670cb69366ed2b9f7bd94af803c26b35e580c6d2,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
7a9ac13c385bc6eebfe52bb797616f053d2f4d1aa2ca288e9f5a88f48defa013,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
87de7f126e9e36e40905a76c65867e1a82cc72773cb929ea05ca9e76ae2a387f,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
1c19ea8bc96529d5b3d827bb79211870c883ba75179409792d5fcb10ed9aca64,Others,Others,Intl Exchange Programme,AY_2016,GY_2017
98ceb31695014b9ef113f50327b104e42b44c1bbb44aea93efaac4a310ade2cd,ADMIN STAFF,Others,0,0,0
b5dbd687da1fdcca33a35bf69b40578f084e2efa82f020ffdc682f698205cd06,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
ffb01ded14f327221007d0633a003785eebe01be67fd998084ab41f4930f2cd1,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2015,0
4ea3016738d9773e945249db98514f8231d30e8bcf66754b77b207fc383a6f71,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
02a820732b8efaddc7be35c19f14df54580f3124882c49b23046a3218e2bfce1,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
6be53c3e9fc12987645ee0500e163ae551b6869a5c2ffde1baf0c900b1d45c13,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2017,0
6a27d5d5eefabc97298b6dd9205243752b5c558349c2b8cc9959a4704a36a0f6,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2010,GY_2014
1d5953d9cd2ab782987660be2509c8a0e245369e99dff14d0219645e5d0e1329,MASTER,Lee Kong Chian School of Business,MSc in Communication Mgmt,AY_2017,0
60ab418e90b4a162da7fda6b0eac976ca4db67f1ac1064c2f380f99c49a94e62,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
56a828ace0321bfea47894eb861e2193d733648c89b6e3c7ed1ad91bb7af76f4,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
8463be8e31081cceb643c867ce8c7188da38e086030b1e294f95da539c622e3e,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
2ecb28679a7b8f2350b9e2f0123da1d1f21db1aca26701901dff597c9890936d,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
dc740cca5c120ba9413768961b4c4f8a6fef347a85f072ce0152ec10f737020e,ADMIN STAFF,Others,0,0,0
fffcb1c33f0033ee6d1ec1e393cd86ac93c95393d7fe4bf7b392d360b37648f1,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
7aa62be148945d2f612feead40e827c70c2eebcea252b8f2a1762ab4d4212ef2,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
075f8b4e1903307ca44808479950efe03f65eec204a2afc45f9a04f9df722d32,ALUMNI,Lee Kong Chian School of Business,0,0,GY_2004
497a95abbdf9795dbc427ed722e710cfb0a70c3102f0d83305fbb311a5bce52c,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
e5cece0dbca57a2c5390f115685293395e0f0dff8aaf32696b08f8a7db9f2ff9,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
946dee820b502e6da23705bab9c3bc2cddc618a57e8c2d9de63ce5c103972b6b,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
34a380cea343b4558e7a42261941482c1bc2e182ee4269909dbc0e7999d3087e,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
72b093e2cdb1abdb3f4849c4de4a0e5014b153a1ec2b213709fbdac6d2ae52b4,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
6c3b825309ef9023b88e34653b4c6e2f83b8257910f20244629aabfcf9db15ae,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
90cae598f8a09ffbe76739558115438b5c39a1ce44a6ea8bfc0d587b8e1a4ad3,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
f6d53217803befb958aa6bb47ee35f953e9c4734e57b2b532cd6603807fa262c,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
aa4d5520112a76877c9d13ce2ddb5656923bff452cfd4c8275b9c9149ee03f05,Others,Others,SMU Global Summer Programme,AY_2016,GY_2017
4795fa89703101c1d8fd9a19b0f3993e79a23ba001b560a8df1a6f469f465826,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
5a9e3164c4f7dbbedeac551fa090928b5489ca821e5ef562196c487521949961,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
32bd36844bb2cfd782bf02040f98d3eb0bc35f906e7f5dd33d637eab222cfddd,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
9415bbe29cf96dea4218ea9d61c6e4f89b470a22b95b8faf0c1417808c3b2236,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
3157e23cc57f7b7b363b82f524f763f67dd2996d97adca05805ce500571e30d4,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
18094cdb3ecfc1cc8a5ee34a85ab0e6c91aa98560347eeddecb54f5d911367d4,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
4a954bf76dfd5f63c4689c08a415137f9f88cebb9a097ec64b5b9350c0d3341a,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
2e196e085626efef66c80660f3a726bc7a12603d931b1d83193f8a9c9e21b221,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2010,GY_2014
0b24d1082e9314cff89ae6f25c5136ef6a3de73f681da863f137aa403e157e0e,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
5d4bf93eef759378465070531d45a3f85bf6fbbc2bb9d7d23c2d31ff5813e7cc,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
d26dd99189836cadb757080bacb14ba612af777dcb7749d890d3b7efbdb13584,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
e9d922fd2a61b0b74d7ffaa2ecc6f94354e6522dd7798be766b73814b992a503,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2017,0
53d460c695bbb0a6a6ecf6316f7a10e0eb935f22eadc8a402ff21ef4d99dee4c,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
0d9ad55037028887b3ef7e912539c62aec1b73cc982332fd0c2f50de7f32392a,Others,Others,Intl Exchange Programme,AY_2016,GY_2017
2feeae1c11d2f26dff4aa658bacbf1f729fe19f96e35a45581ca4bd18d991f6e,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
9e8cdcde4f04e1b43fe5ff965e368336031470e8528dfa3784f8cb7cc137c0e8,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2017,0
27c76740c0845f546225855b077f63b66500af90784345d9b74835c6d5782f94,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
2b6589e26ee8e2ec6f943fe26caaf102320934fcacbc1f8cdd0d01445fbcf33e,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
2e82ad9551128b72abf9585ec32cffba34240b3186dcbaaf554f955cc9a70f2f,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
c8555a773ec97d91ebed484d99dbc883521cba6eb1bba3766faa831a9f6b3517,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
e0b4d39c8c8e16987dde4137fea3ce1308dd9a60d2a82085e038ef8683935919,UNDERGRADUATE STUDENTS,Others,Intl Exchange Programme,AY_2017,GY_2018
8624849b0a4a69491ca499068b682a25b1355ce471d52600976aedc9aa9b168b,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
42d441c83c4f52d25507212cddc3a26ec4078631f1bf2ad3a58ce3b7ed73ef7c,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
2512c44e1dce3719e4207a71aefe7395e7b8032b6a77e7086fd4e554ff1a78e3,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
95b06b6076fd72f306c2f2f7cff56c63f252a9e3ca579e56495bae9b3f786ca6,Others,Others,Visiting Student Programme,AY_2017,GY_2017
7b5c6e5d278230ed63368591018526f22e34b26bb935b5f546cb525de48853b5,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
7da39f33d458c9b2b3b6151f4fe7ff1bbde95a3c34544da1027e1e8f81d7bf34,RESEARCH STAFF,Others,0,0,0
8546e53dd07d0a1632f552f279101c494fb8d7d348565929cabaabd7abbbfb03,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
7e71ec05c9119fb16b97754b695f82785f8d879e0a4b9e75888e6f2b55a32ab8,UNDERGRADUATE STUDENTS,Others,Intl Exchange Programme,AY_2017,GY_2018
ccaa52c62eaca6b0935b287121cc4dae9c78bb27d5e9da39c367950dca14c910,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
b4daac470488646800341cac11578a846eb36aaab39fe97d3ba383b5a47d168b,ADMIN STAFF,Others,0,0,0
0d7fc3d18055b70dcc97cf26998e1f49a9b70476227f8a71d4acc78bb299a536,Others,Others,Intl Exchange Programme,AY_2016,GY_2017
e7284b613ff65c12a14a073b98cfbede4e6f35d24348c15c039fe15c258b1d97,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
8e5f565c3967fbce3cd4dcead29534dd01bf6ed81658d3e68857c079854232c8,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
b2c07b46f3488da61bb6ababcecb995d1aaeb118ff66bc1ed9fde43f42a390be,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
4f52db6c589f9564ba67a6f51d205202d6ed90eca23e72bebee1139a5f9c9994,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
c676a4c7d92547de266304a279656fd031640c6a9f40e6255e978d60911bf7ba,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
22ad2b1789985a1ebeefc938854490cb1392fb1f60f31bdf1085041460009f98,Others,Others,Local Exchange Programme,AY_2017,GY_2017
d2a4a48bffe699aee44afccc1da39bd9315de1e1fb7a015e8a984d75d1f644c6,MASTER,School of Law,Juris Doctor,AY_2017,0
338387435d3ead84efbe03a605799f92775fc15f6acd906af191360884e475cb,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
51617a406ae89e259dc5deaf4cef9fe0561ea22f8bf329e57c018e89909b408a,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
3b3e98e94c796ca7b392829e7bf40fed994888cff8fedc1f67dec6233c9feee2,ALUMNI,0,0,0,0
5f7231bc8e1ebf7848acbe794d72b03d27494e7f0c302ce1cefc85794d586929,Others,Others,Intl Exchange Programme,AY_2016,GY_2017
c3fd3475dc1899bcccde283dfb988ff1113fe23aa7530189e779822d7fe5f025,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2017,0
09a74f57a0dbdf6f50d73efb086a19c6f828eb3c686be310a2893228e88c1049,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
981efb6b606f34e4082c6a2c8e81b6f6b8699ca997d1dd6ee99303cf530a3db1,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
3ba899f31b419ec61cf6cf8293ff28110b9763c867a3930b571baf89608af8ad,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
4e455614b8ff9b5c4aabef85bdde9594f1f05d72b4e27f630e1f83f1750fd879,MASTER,Lee Kong Chian School of Business,0,AY_2017,0
4604b8928346f32800d8525b5881ac08027cb21464d11d96c1bf693717034ae7,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2017,0
cf71108ace4c0cee895f3a7f61f20bde61243db43deee3d026eb8d9244a7bcc5,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2017,0
3fb1e8fe0322d049dce2f3018feb3d9f24a8e7d36d4234f3a2f5eb42dc947a02,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
3a4320a7370e18a7eeb414e75f3ebd8b29bcfca12a01570e95e69229f57cc029,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
968234b40a1ddec8d66aca2aab4c3920c1778b211d63371714d2b9ca967bca46,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
69edd67c283b8d90eeecfbf6d24d9e69f9b6f5951373197be97c8e75a3997b62,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
0c5ec2ed0ab99c50feb5fae705a575ea74dfebedc85cc63114d34fe0b94f3010,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
01e829a91f06a8e167edadbb9682c91f314f44e6d367f0adf6bca031530b7fb0,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
a9f8be6df91208b75eb9c71fb3eb58a7630d28b946a1b3699523bc72a721ade5,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
ccef7f91c6ebb2ce8534a7c1a4b1dbc0b7a1fdaa3384dbac87721a5804342eb1,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
193f2b528f953a866f0f1782f78659434320d119858784bde57662d0872c7bad,Others,Others,Advanced Placement Programme,AY_2016,GY_2017
a03b2740a56e1991816a0d3b6ce92841f43d0df1b2e88fbfce46fd45d7957226,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
41e020fe89455e47111321c7260c15490bbfa8d2e092ff454af13bd93df1e684,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
b27a2f76435111fe0d846114fd376a961381cb0f61c8f4decd00b77a334e0bfa,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
e97e8436940e2a4eb093ab01a336ebeed17cece7915a3cc6d599b10ec3c4221f,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
d63b9c6b9f1c6734f4798ff7a5b99944bf383756c7d39f1c14b8fc881e4c40c7,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
62795fb1fc5fb10a59a02063d0c999362d2a1aa3223bda75adc5edf892aebf6a,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2016,0
a008d73afece542c39a602bd9f5e4c67bd2a9979d7fb884573f2db5394ea8a25,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
407b6350cadb1bb3a866473e531ddc53bacee5ca7d2f3b4eb50f74f2b25912a4,MASTER,Lee Kong Chian School of Business,MSc in Management (Coursework),AY_2017,0
0fd340485cfff6cbecd6aea3e8c2f0bd271278ced382bc7f0cb2c309da938f81,UNDERGRADUATE STUDENTS,Others,Intl Exchange Programme,AY_2017,GY_2018
546c8ce581b7135c51276d85db3e2d20c991bc54cd2dc0a0c9ee07b13f0d11e4,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
42efa0afe00a11067f5fe037efc1768b46a31bc2a94079f032c7c70403995640,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
8b389cf106184582665da3654af7e9050d18a95e51cb2a1f8e527b599a39af7d,Others,Others,SMU Global Summer Programme,AY_2016,GY_2017
eb6cd54e821075e3a64fa7a4b397e0a8fc8be3e572c693ee2af0d140451a157c,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
557caad1b6519d83cb81e21893d48a9ea4a815ae753bc319024a9cf0fec97e02,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
a5aba0d8048ed3eccba469d98a37ecac8a0ac1ed665801c039448e06d1e4d8e9,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
0c3d8fd6af851e1595bd9e3e861b70ee8cbad042a1bad80dec643655401966b6,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
45286451bda6b36803acc719640f5b169cc91e25b639cb236ea7a527455e678b,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2017,0
f4575148aba8f25da09d2534af352862be6c5c8e7d9efb2c0e63d372c8e425ac,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
ecd1347bb6e86f490da471c5e0735835277a2163e42649a99e3bef659fa5c054,Adjunct,Others,0,0,0
57b7f94fd2c9716a65acf64409f8e7b4ad990197c502a92e480865f471bd4be9,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2018,0
5d7c6f4a5f1cdd3b09f60d9238bbd2c1ce1a1affabf37418aea71fe6a3310a39,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2016,0
c7b749a49b63283487af18a3724159ef0085763b0cbd39674a7cb7bac7873379,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2017,0
d0628a45bc6efe712e806c7d7d3cba98aba7030c3fcd814331f552b159c7bb2a,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
130dd2396762fab77c8fef7bcaeff0561e61fee7914b036b55203cb6ece6872d,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
8984d9735330ee235286a988b73e5f26ab3a1fbda6d25b72403c8f0e1f24479c,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
b7bf420d533eadcfef6cc820e72065fda1e8f72537a4fe381f7eb07ee09a7169,Others,Others,Advanced Placement Programme,AY_2016,GY_2017
dc854f1a9b934b6d5d6925fd19bd803ef3ddfa7102236eaf5c51965958850e7c,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
fb413b830d6219686787a64ae0b5011cc04c65370e4b79ddcc4165ed2c330b68,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2017,0
f607c87dfbc7affc12a55c107e7a7bd67bcb0488a3dd968b3208d63f1a02c4c4,Others,Others,Intl Exchange Programme,AY_2016,GY_2017
d657f3172f27deb8cacbee347247589ae19992008307b498fd05c7f82d5d8d6e,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
fc682872a23e657ba98d62b36646fb7d708a1fbdca602d964a6a2e76298cf9ee,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
d8b491069ec15c3cabdf2dc223b062b29617ee42e810b04480a1a3f8537999b2,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
af35fb424bfafae3215468e56afcb7b25b2c1f37c64d86489066a85abcb80c91,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
5654e1402199473c4bb713bb5e52bd91311327a88d71b7dd0fd7b78422737f60,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
b693b050524d52b1e00e6f6b7885823e81c765ad4583186f583f3a701eca19f1,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
cfcfdc8c4a08090f4e805cfaec0796c44c545f5969c3b30cbd6576b407466344,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
cc1fb6458d1996c94910f1cd84d14a97c9aa0d8de0245d621423566a133a4f7a,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
59e0e62d3ee64b046f4ae5cf9bb5bde5fa0d0cb376d5117840e883dbfb1f7672,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
eaafecafc104272eb14425a2bc2cdc532350efa6319a1b2a24ef3a221bc0127e,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
d7b4cdd51d930d19b1730eee3df224afef83582dc6cbc7e4f86ff146d4cb37c7,RESEARCH STAFF,School of Accountancy,0,0,0
2d17f6ca198f4a5f2a73f173542d676ac5a2f198079613b700e335161a77c4c9,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
38769b58dbbcf6506870baf0f75de85113a273c2a8c874562ac2b03f9c64e0e4,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2017,0
508e05d7ff38e3905b35fa164184d9bdaab5c59cb1c4cb8ee187ae088f8ce89e,Others,Others,Intl Exchange Programme,AY_2016,GY_2017
59339b0f1cb6ecac220f63f7cfc2d60f83036de98d7a403d4d3a651543426aba,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2017,0
e7eb5b9efe67bcb6b0a059641bbb9a000fd9851a8abd78bc6d346075bfd6a891,UNDERGRADUATE STUDENTS,Others,Intl Exchange Programme,AY_2017,GY_2018
185178e86e8a32814e889a065b0bf6f3ff727b7b21e3d457081fb983712debbb,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
d0226981f08b763fab98cd24f42d60c58afe7cf2bbc530ba470449de5f17a957,Others,Others,Advanced Placement Programme,AY_2016,GY_2017
6eccfabfecf9ce7a58542792cf336ec9529c46c77650a090c05e07f123e3818f,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
e940c8dd23282f20ce84340b01c7f1ab2a6c070e20763351b9d4dab86486eaa5,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
cebcca92120a7b285a147971f01d9068fb728a180b07200686e60e7e180c76f0,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
37bb25219b75ad952f5c704815cc5d29f588daca32fa6469a0c2203fecc042bb,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
cc776f56918bd5dbc090773476a0b00b30a36e4a22cfb673655f67cf94bac04a,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
1401432f648286bd61aa6b1e8d6e5efa8fe27494f76c87dcab395364ff9f0b8a,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
db061a81cb8421e0c55bc358baab85e0c129a214e7af62add3065a4cdcc723ee,ADMIN STAFF,Others,0,0,0
b405e89bd584f767e0d7ea93a1db1594ab1c78d80e335512eb26383a34de3ace,UNDERGRADUATE STUDENTS,Others,Intl Exchange Programme,AY_2017,GY_2018
3d0d93486aa6aafc3c348a575790e892b7535d289290b5a1c056e3a72c848476,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2017,0
50b5cfda6a5125b106fff4f124205b0864c6d5fc9f3f21f1520137ffe28719ee,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
58a41dbfe375521f8ba99d3f2e732d62d0829a438b2f22bf19fed78e14c8e2df,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
e3ba4b4b89abdfb26707ce1b3717425d566f16eca2d253fa730a074b59c356c1,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
bb1859d6b4bff4552375d5f16e13fb5afbc43b1ac78922d2faa64fd97592dd20,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
f96a17bbf82497e01533c9ed2b99f4e6dd4cc2fcb310b2894c362fc1e533108d,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
804c1d9025b829211778cdfc0a79cc3e8795e11bfb7d7cc0230ce722950c7ca4,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
9696d0668ee0aab8b714c3fac7b83d76e1eaea3b72852a97ffca21d8665c73fc,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
8a033068235523d71d3c5fede07053001971cd9bede8e2a7cb386f733eae9c16,Others,Others,Intl Exchange Programme,AY_2016,GY_2017
8650707e0173b1ac3e534dc317acf04be2b15165e8ea8e6f07d044ae29fae498,UNDERGRADUATE STUDENTS,Others,Intl Exchange Programme,AY_2017,GY_2018
9ca07ab50417aef496459c184792694768af7ecfad1c95bd4f6975e6871ab761,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2017,0
9f4b07361bf562d448dc6575d891d7ff056302524dc972de3fd06ef38dc1a674,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2017,0
eca0daa15c7b3870f0160494b10c8473fec7d44e781a69f22f15c3ac4d0f0688,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2017,0
7e60164a10aa7906bcd2bb6fb2b5ed2e7dae5f5ad1e3041dff6e30bf98754d45,Others,Others,Intl Exchange Programme,AY_2016,GY_2017
e29d43a3805be839f3037f3a2fbb580460d4f54d9f8e01a3e33280c233339f76,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
e39c8be2e5d7c663c570d59d3e5a3cb3cdd324c2594e13d5d28fe35b9e90513c,Others,Others,Intl Exchange Programme,AY_2016,GY_2017
273e181d9496070ec55c9b369969e3a60fcc92eda289ab77db85e5e891f5a1af,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
cbd38eca652fb03793ae5e866289339480731497510e69862b053ed1bae36fec,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2017,0
1fa5115901db238966e3bad41cc2f2815d6bec5784b59cd1338433ee95323b97,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
8b2f8d47aea16e6686f88ad9a24b4fc17ae3cf97c7b549bb5a23732de6cd358f,Others,Others,Intl Exchange Programme,AY_2017,GY_2017
bd854282d52cebf8f6a02a1c754e88ead350c5678e53695e0633b6ed336a3bb2,Others,Others,Intl Exchange Programme,AY_2016,GY_2017
aeb801e15a029c0666c7dfae249c6c27faac945ade7d21b64890d1f30f4f0be6,MASTER,Lee Kong Chian School of Business,0,AY_2017,0
59f3171b283d02aa28fce2b67c68523ee88a3819cf7b57250595bad384d12f18,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2017,0
