Start Date,End Date,Pre-Confidence: Scoping your topic ,Pre-Confidence: Searching Keywords,Pre-Confidence: Searching library online databases,Pre-Confidence: Searching the Internet using Google,Pre-Confidence:  Evaluating information,Pre-Confidence: Citing References,Pre-Confidence: Creating Reference List,PT: Scoping your topic,PT: Searching using keywords,PT: Searching library online databases,PT: Searching the Internet using Google,PT: Evaluating information,PT: Citing References,PT: Creating Reference List,School,Email Address
7/11/2017 11:34,7/11/2017 11:36,Confident,Confident,Very confident,Very confident,Confident,Very confident,Confident,Yes,No,Yes,Yes,Yes,Yes,No,Lee Kong Chian School of Business,3f5fdfbbe49ef39554b4b9d77bf414bd7cb49ef308e7f94841c5031ea929ae94
7/11/2017 11:21,7/11/2017 11:27,Somewhat confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Somewhat confident,Somewhat confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,3e82e7e1f9f510bd036e9e7a9c586b0fcfcb3c3aaf3acee2dd28162264cb24ad
7/11/2017 11:12,7/11/2017 11:14,Slightly confident,Slightly confident,Not confident at all,Slightly confident,Slightly confident,Slightly confident,Not confident at all,No,No,No,No,No,No,No,School of Economics,dd1253b9fd3a1f77108a612cec0d9daf376f5a336393a7c8f89f32fbe54bbdc2
7/11/2017 11:08,7/11/2017 11:13,Somewhat confident,Slightly confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Unsure,Unsure,Yes,Yes,Yes,Yes,School of Information Systems,a3941667ec8b9c8abb3e69fdabbfa6f718bc27dfb2fd85ceba3373af2758996c
7/11/2017 10:01,7/11/2017 10:04,Confident,Very confident,Somewhat confident,Very confident,Confident,Very confident,Very confident,Unsure,Unsure,Unsure,Unsure,Yes,Yes,Yes,Lee Kong Chian School of Business,14c1c5495bbff1811034e05f1b4f9d3de69e023b6a49d134b8296040858413b3
7/11/2017 9:21,7/11/2017 9:29,Slightly confident,Slightly confident,Not confident at all,Confident,Slightly confident,Somewhat confident,Slightly confident,No,Yes,No,Yes,No,Yes,No,School of Accountancy,b7cfa4343f3627b045346134a29d5f9c9780547c4d379265401812856d9a028d
7/11/2017 1:38,7/11/2017 1:40,Slightly confident,Somewhat confident,Slightly confident,Very confident,Somewhat confident,Slightly confident,Slightly confident,Unsure,Unsure,No,Unsure,Unsure,Unsure,Unsure,School of Law,ce7e4854f7e38a46a4ca43f200513758ccce91f68d35eff7bc9bc648ebaf3407
7/11/2017 0:21,7/11/2017 0:25,Not confident at all,Confident,Not confident at all,Confident,Confident,Confident,Confident,No,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,271d21591284281f69f5c55983ce3564ae3b01aa380207112919e07f7f487457
7/11/2017 0:03,7/11/2017 0:04,Confident,Very confident,Slightly confident,Confident,Confident,Slightly confident,Somewhat confident,Yes,Yes,No,No,Yes,Unsure,Unsure,School of Social Sciences,3d9f67620b66c5aa4c9e1339c2cb4ca3717ed4ba1d16e52b2f45f09d07903426
7/10/2017 23:56,7/11/2017 0:00,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Somewhat confident,Not confident at all,Not confident at all,No,No,No,Unsure,Unsure,No,No,School of Information Systems,49970da81220131f0d14e195a3fbd06fc71de75a0ce27bf6bb9cef26314bfc90
7/10/2017 23:52,7/10/2017 23:55,Not confident at all,Slightly confident,Not confident at all,Confident,Slightly confident,Not confident at all,Slightly confident,No,No,No,Yes,Yes,No,No,Lee Kong Chian School of Business,5fe94de6702632098af4cac9f48ac7df38cda50ef3136f5df18c4dd5ff0d3784
7/10/2017 23:52,7/10/2017 23:55,Slightly confident,Confident,Somewhat confident,Very confident,Somewhat confident,Very confident,Very confident,No,No,Unsure,Unsure,Unsure,Yes,Yes,School of Law,2d13447798216b1835d6d1fa290804b413878fdb4f1106317349f9005a3d16e3
7/10/2017 23:52,7/10/2017 23:53,Somewhat confident,Confident,Very confident,Very confident,Confident,Very confident,Very confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,ff9facd4209a7b27f2563830990c4ec1f3ad6af3e7f151910d7424c8eafd131d
7/10/2017 23:45,7/10/2017 23:49,Slightly confident,Confident,Very confident,Very confident,Confident,Very confident,Very confident,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,School of Social Sciences,3676db17f689c9d0d154df050eef6ae347ad85ff21150ddd9ef685de0814979e
7/10/2017 23:35,7/10/2017 23:36,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Law,70374779602208df89a46aec2d7f5c956b2247920513a1c75928b5ad960a0a4b
7/10/2017 23:18,7/10/2017 23:21,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Very confident,Very confident,Unsure,Yes,Yes,Yes,Unsure,Yes,Yes,School of Information Systems,185178e86e8a32814e889a065b0bf6f3ff727b7b21e3d457081fb983712debbb
7/10/2017 22:50,7/10/2017 22:52,Slightly confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,No,Yes,No,Yes,Yes,No,No,School of Accountancy,c879b74b46bc1c202c1d635bc4108c75d8125eeadc8af6aa7b017f1de6ac3eb2
7/10/2017 22:36,7/10/2017 22:38,Confident,Confident,Slightly confident,Very confident,Confident,Somewhat confident,Confident,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,School of Social Sciences,82649c722eea8b123c004b4314dfbd6c3d6604d75e577c74edc3b6facddc5d62
7/10/2017 22:34,7/10/2017 22:36,Somewhat confident,Confident,Confident,Very confident,Somewhat confident,Somewhat confident,Somewhat confident,No,Yes,No,Yes,Unsure,Yes,Yes,School of Economics,f15e13db7c630a2ef89d624ce88439e7e6c4efcea4ac89fa3fe0d940619fc75e
7/10/2017 22:24,7/10/2017 22:27,Somewhat confident,Somewhat confident,Not confident at all,Confident,Very confident,Very confident,Very confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Law,c1c4019477758b0a2a46a485928747cc77dfb653e3d2ca0e0e752f6cefdc8969
7/10/2017 21:59,7/10/2017 22:02,Somewhat confident,Confident,Not confident at all,Very confident,Confident,Slightly confident,Slightly confident,No,Yes,No,Yes,Unsure,Yes,No,Lee Kong Chian School of Business,174ea64dfe98776177971a77ac67e3faa8f891032d745b9d15d2cae0e97e686c
7/10/2017 21:19,7/10/2017 21:23,Confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Information Systems,01fd0c58bab2bae8ed8097b2983f5a8b8f7576347b0fddf0b70288df26d399e9
7/10/2017 21:11,7/10/2017 21:13,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,Unsure,Yes,Unsure,Yes,Yes,Unsure,Yes,School of Social Sciences,8b12d6ed9e0f2c716afbcfc900e0b0764e8f90f7c90d1de1ecd6b9b9378afc52
7/10/2017 20:22,7/10/2017 20:28,Somewhat confident,Very confident,Not confident at all,Very confident,Very confident,Very confident,Very confident,No,Unsure,No,Yes,Unsure,Yes,Yes,School of Economics,72f8c0ed9bbb160331cb5334d7bfbf9e174ab5336c500a0bea35646086179c60
7/10/2017 20:22,7/10/2017 20:26,Not confident at all,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,No,Yes,Unsure,Yes,Yes,Unsure,Unsure,Lee Kong Chian School of Business,22452702a61f23cce2793270360db89dd74ea119c3be3216d93a7f1def5736f1
7/10/2017 20:13,7/10/2017 20:16,Somewhat confident,Confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,No,Yes,No,Yes,Unsure,Yes,Yes,School of Social Sciences,0d0b916279d984be834ca3115ee63a311581613a323b8dbcf10d850fd8bef665
7/10/2017 19:31,7/10/2017 19:34,Somewhat confident,Very confident,Slightly confident,Very confident,Confident,Very confident,Very confident,Unsure,Yes,Yes,Yes,Unsure,Yes,Yes,School of Economics,48d40b3726da0d131449750509d834819d2311733082fb8d5891ced3a264e882
7/10/2017 17:43,7/10/2017 17:45,Very confident,Confident,Somewhat confident,Very confident,Confident,Somewhat confident,Confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,87de7f126e9e36e40905a76c65867e1a82cc72773cb929ea05ca9e76ae2a387f
7/10/2017 17:39,7/10/2017 17:40,Somewhat confident,Confident,Confident,Very confident,Very confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Law,9ec9c02e256ca4422b6624e08602fd8b54d31d747a8b4f45cf67f0b16d05189f
7/10/2017 17:25,7/10/2017 17:28,Confident,Very confident,Confident,Very confident,Confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,aa72d516391fb213175176d1181983e807bd113b29185df8f78dd19d46fe0668
7/10/2017 16:56,7/10/2017 16:57,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Somewhat confident,Not confident at all,Not confident at all,No,No,No,No,No,No,No,School of Law,d94e4e48624143c72d9ddf4f1858b9baa9c53a997ff7b997fa5385759fe3c638
7/10/2017 16:09,7/10/2017 16:11,Somewhat confident,Confident,Slightly confident,Confident,Confident,Not confident at all,Not confident at all,No,No,No,No,No,No,No,Lee Kong Chian School of Business,52a577d2d1e25183cb416b4dd1046b9958f5c40610a5fb89b729480372b7b7a7
7/10/2017 14:59,7/10/2017 15:00,Confident,Confident,Very confident,Very confident,Very confident,Confident,Somewhat confident,No,No,No,No,No,No,No,School of Economics,58a41dbfe375521f8ba99d3f2e732d62d0829a438b2f22bf19fed78e14c8e2df
7/10/2017 14:46,7/10/2017 14:49,Confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Slightly confident,Somewhat confident,Yes,Yes,Unsure,Yes,No,Unsure,Unsure,School of Accountancy,72f0f3af30cc18ac6f6344a13ba2649b36898b175e1dfcb77e7db31120f3b751
7/10/2017 14:41,7/10/2017 14:42,Somewhat confident,Confident,Confident,Confident,Confident,Slightly confident,Confident,Yes,Yes,No,Yes,Yes,Unsure,Yes,Lee Kong Chian School of Business,27cd85a787f0cd848c38d2d3301da5d0ec010ca6e778f1e31ffb558e953fab6e
7/10/2017 13:54,7/10/2017 14:00,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Somewhat confident,Somewhat confident,Yes,Yes,No,Unsure,Unsure,Unsure,Unsure,Lee Kong Chian School of Business,f43d700b251dddb2027bee9fc9209c7ae47831ab6c085b8c1d9e4ff3dbadda61
7/10/2017 13:20,7/10/2017 13:22,Confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,Yes,No,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,3e07a2574791f0b42323e6e43900f709a8f0d351473d1bee372bf145641e0f10
7/10/2017 12:26,7/10/2017 12:29,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Unsure,School of Accountancy,14e6971dc375f21d341b03acf8ef05f98cb8400070ab7b9f2106ba178565d05f
7/10/2017 12:25,7/10/2017 12:28,Slightly confident,Slightly confident,Somewhat confident,Very confident,Slightly confident,Not confident at all,Not confident at all,Unsure,Yes,Yes,Yes,Unsure,No,Unsure,Lee Kong Chian School of Business,18d8ce13c9e4f984e30113a0194f38f423619d904138b15030a508582dc3bcdd
7/10/2017 12:16,7/10/2017 12:19,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,a310e0fe48492b387be694f0bb09f1f87f35e4637b67ec283d358878f5bd73c9
7/10/2017 11:47,7/10/2017 11:50,Somewhat confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Slightly confident,Somewhat confident,No,No,No,No,No,No,No,School of Economics,758b842c968202dba171dd818a971f9ff050f9b1bbb42d42882bc7cd4c386d05
7/10/2017 11:33,7/10/2017 11:36,Slightly confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Slightly confident,Confident,No,Unsure,No,Yes,Yes,Yes,Yes,School of Accountancy,459d80097357675e81326d1aa6ecda6bd3b528b0fbcc455573a70d577d25226f
7/10/2017 11:07,7/10/2017 11:11,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Information Systems,dd6c36ae999a9ba024cbdf1cfcdba23cb95ece7b370be2fe429276551bc0a081
7/10/2017 10:37,7/10/2017 10:40,Somewhat confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Slightly confident,Slightly confident,Yes,Yes,No,Yes,Yes,No,No,School of Information Systems,680534f1c2e5c80951bc7296ca6040b5a2b419de47234731f3c97083bc978fd0
7/10/2017 10:21,7/10/2017 10:23,Somewhat confident,Very confident,Confident,Very confident,Very confident,Confident,Confident,No,Yes,No,No,Yes,Yes,Yes,School of Law,0858df662bf6e9d33dedfab8db43495b76c4a7b99e4456fc874d41b0406156ed
7/10/2017 10:19,7/10/2017 10:20,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Slightly confident,Not confident at all,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,6b7f6fc847ed3135c1d7ec641e1709b4e06597445ec95f2b806f388089d40f52
7/10/2017 9:31,7/10/2017 9:34,Confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Information Systems,ad18f32bca3e0e7684e8937aed7d8197eeab1a34393edb24169c2fa505678590
7/10/2017 9:06,7/10/2017 9:08,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Very confident,Not confident at all,Confident,Yes,Yes,Unsure,Yes,Yes,No,Yes,Lee Kong Chian School of Business,871b774626c040931ae8bbb4c3506a5175df80128af8ecf9f3d24a969b42f8d2
7/10/2017 7:31,7/10/2017 7:35,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,No,No,Unsure,No,Unsure,Unsure,Unsure,School of Information Systems,839c30687b9fe97132829acf0ccde92a50c2e85ce5610fd317b746fe2af3e8b9
7/10/2017 1:10,7/10/2017 1:11,Slightly confident,Somewhat confident,Somewhat confident,Confident,Confident,Confident,Somewhat confident,No,Unsure,Unsure,No,Yes,Unsure,No,School of Social Sciences,e0da37d14197996a7e58d14b1cc71cf9a20e07b0646aea12cb9df39cc0a89d6e
7/10/2017 0:41,7/10/2017 0:44,Confident,Confident,Somewhat confident,Very confident,Confident,Somewhat confident,Somewhat confident,Unsure,Yes,No,Yes,Yes,No,No,Lee Kong Chian School of Business,5eec3280b93147eab90ff1b04d850686ce9b535c268302be0079595ea86e12fc
7/10/2017 0:09,7/10/2017 0:12,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Very confident,Not confident at all,Yes,Yes,No,Yes,Yes,Yes,Unsure,School of Information Systems,5100b93193af9d68d4af9777092a6b8dfe89af9ee05b1765aec0621202df12f0
7/10/2017 0:06,7/10/2017 0:08,Somewhat confident,Confident,Confident,Very confident,Confident,Confident,Confident,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,School of Economics,987e86c4ce6e1e631f8f7ba010f70daab2730696bb7cecfdf8f59fefaa713186
7/9/2017 23:30,7/9/2017 23:31,Somewhat confident,Somewhat confident,Not confident at all,Confident,Confident,Not confident at all,Not confident at all,No,Yes,No,Yes,Yes,No,No,Lee Kong Chian School of Business,30421398d00e328bc7196281631af99834bf5e83c3ce0d8eca44be48703d6196
7/9/2017 23:26,7/9/2017 23:30,Somewhat confident,Confident,Somewhat confident,Very confident,Somewhat confident,Confident,Very confident,Unsure,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,School of Economics,79548969a5f7360d39383bab708790b6ad2e020577df2384d3de73702f8f49e4
7/9/2017 23:29,7/9/2017 23:30,Somewhat confident,Somewhat confident,Confident,Very confident,Confident,Somewhat confident,Somewhat confident,Unsure,Unsure,Unsure,Yes,Yes,Yes,Yes,School of Information Systems,6a80f8be455541affceab76c2ee16e02ba8c4d75a5fbbb6487bff9c21bd98e84
7/9/2017 23:26,7/9/2017 23:28,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,School of Social Sciences,00cc92f23fcba26e9982266a22ae353a51c7cdf7fc55e7ff4fe76976d0366a04
7/9/2017 22:00,7/9/2017 22:45,Very confident,Very confident,Confident,Very confident,Very confident,Somewhat confident,Somewhat confident,Yes,Yes,No,Yes,Yes,No,No,School of Economics,f921f3964c39a45994d29b0449fa27db927aa5b428662be15e1b96db1d828d6f
7/9/2017 22:38,7/9/2017 22:40,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Very confident,Very confident,No,No,No,No,No,No,No,School of Accountancy,eab58ec0300abc81d38a4f0cce22fdb81ca0474248addacbbbc1c3971742c06a
7/9/2017 22:36,7/9/2017 22:37,Slightly confident,Slightly confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Accountancy,6f5d32655def014eeb76133d37d90127351ec43963422a31cb3d42fd22ae3d17
7/9/2017 22:30,7/9/2017 22:33,Slightly confident,Confident,Slightly confident,Very confident,Somewhat confident,Confident,Somewhat confident,No,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,f3111f91c3f50e45c600f0ceb767824b9aaaac0ed10cbe12d58ac6827cdd8569
7/9/2017 22:26,7/9/2017 22:28,Somewhat confident,Slightly confident,Not confident at all,Confident,Slightly confident,Somewhat confident,Confident,Unsure,Yes,No,Yes,Unsure,Yes,Yes,Lee Kong Chian School of Business,743ee967b93fadd3916120989542c62b18f4c16ee1691f956a95c3401c3d07fb
7/9/2017 22:03,7/9/2017 22:05,Slightly confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Somewhat confident,Somewhat confident,Unsure,Yes,Yes,Yes,No,Yes,Unsure,Lee Kong Chian School of Business,dd34d50bd2f62f578b01ba5afc82baf74f18cbc18b8a1472fd2a936cf4f77d17
7/9/2017 21:49,7/9/2017 21:59,Not confident at all,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,273e181d9496070ec55c9b369969e3a60fcc92eda289ab77db85e5e891f5a1af
7/9/2017 21:37,7/9/2017 21:39,Somewhat confident,Confident,Slightly confident,Confident,Confident,Confident,Confident,Yes,No,No,No,Yes,Yes,Yes,Lee Kong Chian School of Business,f7bcb48ed3a7ef2114eac4373e136e9b0b7e60e09524b77e9d1ee707a081d93f
7/9/2017 21:29,7/9/2017 21:32,Not confident at all,Confident,Slightly confident,Very confident,Somewhat confident,Slightly confident,Somewhat confident,No,Yes,No,Yes,Unsure,Unsure,Unsure,School of Social Sciences,10d638cc09d86bd54e4a2fbd67161fc3867a0b2e0e46cfb1ef970f532986d973
7/9/2017 21:15,7/9/2017 21:19,Confident,Confident,Confident,Confident,Confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Information Systems,8546e53dd07d0a1632f552f279101c494fb8d7d348565929cabaabd7abbbfb03
7/9/2017 21:09,7/9/2017 21:13,Somewhat confident,Confident,Confident,Very confident,Very confident,Confident,Very confident,No,Yes,Yes,Yes,Yes,No,Yes,School of Social Sciences,edc33f4048c479949eb71e09a104f880a04f410ecd4a74689ca0b7d0c5ec3fab
7/9/2017 21:02,7/9/2017 21:05,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Confident,Confident,No,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,575094790122b63eb2d2ec0032eea601f57b7dc2a3d33bd7527a21d475b59969
7/9/2017 21:01,7/9/2017 21:04,Slightly confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Accountancy,d65a98f767ca787eb2a935bd885b1d1b27b0cfe520a42ecd9f4e5bd5068ff908
7/9/2017 20:45,7/9/2017 20:47,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,Yes,Yes,Unsure,Unsure,Yes,No,No,School of Economics,cc419c035ba970f3110e349344a7e5d2edd39b337440290c4df9a1787fbc7b8d
7/9/2017 20:39,7/9/2017 20:42,Somewhat confident,Confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,No,Yes,No,Yes,Yes,No,No,School of Economics,e541f13a1e13fa9b48d1555ab283f9c97324ed6d6c85895d1981d7660bfbbd0c
7/9/2017 20:06,7/9/2017 20:20,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,No,Yes,No,Yes,Unsure,No,Yes,School of Law,766aad4442b5908a7f54561358f0d94ec3ebc2f570ca8f539afc286f00ada012
7/9/2017 20:15,7/9/2017 20:19,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,ccb2837a3bf46de4ea21a8d6e0cfada608103c31cf9f7e78f477c9b2d0b92202
7/9/2017 19:59,7/9/2017 20:00,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Law,7165c867dda5b02f79ff0d8fdef5184ae32e6f2609eaaa27be0dd409ff57485c
7/9/2017 18:53,7/9/2017 18:56,Somewhat confident,Confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,No,No,Yes,Yes,Yes,School of Law,f6d53217803befb958aa6bb47ee35f953e9c4734e57b2b532cd6603807fa262c
7/9/2017 18:31,7/9/2017 18:33,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Slightly confident,Slightly confident,No,No,Yes,Yes,No,No,No,School of Economics,5dfbff18b949367c898949aa91827d0dbdc149a7ce8d965a8be654daa901661f
7/9/2017 18:18,7/9/2017 18:20,Somewhat confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Slightly confident,Not confident at all,Yes,Yes,No,Yes,Unsure,No,Unsure,School of Information Systems,dac32596ed8ef17fca22a49a176515ea42dd81aa40159bf7677fed0cb133fdda
7/9/2017 18:07,7/9/2017 18:07,Confident,Very confident,Somewhat confident,Very confident,Confident,Very confident,Very confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Information Systems,c9875296df3dcaaa4104693ca528f1544da786a9140a299e1a9c2e75407fe7d1
7/9/2017 18:06,7/9/2017 18:07,Confident,Confident,Slightly confident,Confident,Confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Economics,1a202b14106dfa4ed840299b2fbbca1565825e9827e0a59e938fa5dbe3ca8a8f
7/9/2017 18:04,7/9/2017 18:06,Confident,Confident,Not confident at all,Confident,Confident,Slightly confident,Slightly confident,Yes,Yes,No,Yes,Yes,No,Yes,Lee Kong Chian School of Business,ebf8e15306b337f1248ce421da8d1595fdd05528da0cfa3ec4221ce4f3b98d2e
7/9/2017 17:10,7/9/2017 17:12,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Somewhat confident,No,Yes,No,Yes,No,No,Yes,School of Accountancy,4428b45b166269c43ef821c7ef96d1f603cda368941b8a209d779b39ff581cb5
7/9/2017 17:03,7/9/2017 17:07,Confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,Yes,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,8f3eaa45aebc8843bc8dbf5f15c8fdba1bef813e0c1094f6f589965bc5e6c1d8
7/9/2017 16:44,7/9/2017 16:48,Confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Accountancy,79621e1d5040c3be4bbd7cc82ed7f3fbeb2203ad2a928dc191ffedea62741f00
7/9/2017 16:42,7/9/2017 16:44,Somewhat confident,Very confident,Confident,Very confident,Confident,Confident,Confident,No,Yes,No,Yes,Yes,Yes,Yes,School of Law,791872dcabc55f72dab9c417b28d14a8d9ada7ac016a965563ce7d7bf68a7830
7/9/2017 16:33,7/9/2017 16:37,Confident,Very confident,Confident,Very confident,Confident,Confident,Very confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Economics,8dbe18c7dcf938a56b8e83e4fc32af0110df87c9b759190a95a6cb02089112d8
7/9/2017 16:07,7/9/2017 16:10,Slightly confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Social Sciences,bffa9492655f1ac11f15c3484ffae0e2cbfb1ef3a5653ecceabe74e38a76cde8
7/9/2017 15:34,7/9/2017 15:43,Slightly confident,Somewhat confident,Not confident at all,Very confident,Confident,Slightly confident,Confident,Unsure,No,No,Yes,Yes,No,Yes,School of Accountancy,4569d6da84f54e9ad25d42d8d164e330fe6e851c97266f26c7b43e077a0d29d9
7/9/2017 15:10,7/9/2017 15:12,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,No,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,71e672b58f9ee0ddee71f3ae2dc94e559a7661a001cc90443f491196f45a2e9a
7/9/2017 14:57,7/9/2017 14:58,Somewhat confident,Confident,Not confident at all,Very confident,Somewhat confident,Not confident at all,Slightly confident,No,No,No,Yes,No,No,No,Lee Kong Chian School of Business,f60d89534677eb4aef8eac0f39fb1fae027518021b3fc4282c7e27f696922ba8
7/9/2017 14:46,7/9/2017 14:50,Somewhat confident,Not confident at all,Not confident at all,Confident,Somewhat confident,Not confident at all,Not confident at all,No,Yes,No,Yes,No,No,No,School of Information Systems,de6a09caba8a40e93ad720af8dfe9a43c803d468bdb75b72f763d3a46ea7e0ab
7/9/2017 14:23,7/9/2017 14:27,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,School of Law,40b7c5060f5f8a6da13d032ca806d2f091096b3a2de94913ed834382a1e147e9
7/9/2017 14:08,7/9/2017 14:10,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,090d063c09fd15fefc6840a11cb8106dc68c54e062300fbb9db89b208370f06f
7/9/2017 12:55,7/9/2017 12:57,Slightly confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Slightly confident,Slightly confident,No,No,No,No,No,No,No,School of Economics,f4d76eab990df6195eddd6fdb90607290c485b85c5e3acb6162030e7d63e1123
7/8/2017 12:45,7/9/2017 12:57,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,No,No,No,No,No,No,No,School of Accountancy,e7152a2e08fc3c8355a2c19a7789dbaadb6a0e7f6957c038083677b5b5fe3d56
7/9/2017 12:17,7/9/2017 12:23,Confident,Confident,Somewhat confident,Very confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Unsure,Yes,Yes,School of Information Systems,4440e3263a9f99e769826a4e7c5e07c8c3e372b75789a7255b7f945324cbc74a
7/9/2017 11:37,7/9/2017 11:39,Very confident,Very confident,Confident,Very confident,Very confident,Very confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,e835375dcb1c7f00dd836e81d5f7ef997ab0f09ad4098458e28e53112275f9ef
