Email Address,Start Date,End Date,School,Pre-Confidence Scoping your topic,Pre-Confidence Searching Keywords,Pre-Confidence Searching library online databases,Pre-Confidence Searching the Internet using Google,Pre-Confidence  Evaluating information,Pre-Confidence Citing References,Pre-Confidence Creating Reference List,Pre-Confidence Scoping your topic (numeric),Pre-Confidence Searching Keywords (numeric),Pre-Confidence Searching library online databases (numeric),Pre-Confidence Searching the Internet using Google (numeric),Pre-Confidence  Evaluating information (numeric),Pre-Confidence Citing References (numeric),Pre-Confidence Creating Reference List (numeric),Pre-Training Scoping your topic,Pre-Training Searching using keywords,Pre-Training Searching library online databases,Pre-Training Searching the Internet using Google,Pre-Training Evaluating information,Pre-Training Citing References,Pre-Training Creating Reference List,Pre-Training Scoping your topic  (numeric),Pre-Training Searching using keywords (numeric),Pre-Training Searching library online databases (numeric),Pre-Training Searching the Internet using Google (numeric),Pre-Training Evaluating information (numeric),Pre-Training Citing References (numeric),Pre-Training Creating Reference List (numeric)
b7cfa4343f3627b045346134a29d5f9c9780547c4d379265401812856d9a028d,43046.38958,43046.39514,School of Accountancy,Slightly confident,Slightly confident,Not confident at all,Confident,Slightly confident,Somewhat confident,Slightly confident,2,2,1,4,2,3,2,No,Yes,No,Yes,No,Yes,No,0,1,0,1,0,1,0
ce7e4854f7e38a46a4ca43f200513758ccce91f68d35eff7bc9bc648ebaf3407,43046.06806,43046.06944,School of Law,Slightly confident,Somewhat confident,Slightly confident,Very confident,Somewhat confident,Slightly confident,Slightly confident,2,3,2,5,3,2,2,Unsure,Unsure,No,Unsure,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
271d21591284281f69f5c55983ce3564ae3b01aa380207112919e07f7f487457,43046.01458,43046.01736,Lee Kong Chian School of Business,Not confident at all,Confident,Not confident at all,Confident,Confident,Confident,Confident,1,4,1,4,4,4,4,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
3d9f67620b66c5aa4c9e1339c2cb4ca3717ed4ba1d16e52b2f45f09d07903426,43046.00208,43046.00278,School of Social Sciences,Confident,Very confident,Slightly confident,Confident,Confident,Slightly confident,Somewhat confident,4,5,2,4,4,2,3,Yes,Yes,No,No,Yes,Unsure,Unsure,1,1,0,0,1,0,0
49970da81220131f0d14e195a3fbd06fc71de75a0ce27bf6bb9cef26314bfc90,43015.99722,43046,School of Information Systems,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Somewhat confident,Not confident at all,Not confident at all,1,2,1,3,3,1,1,No,No,No,Unsure,Unsure,No,No,0,0,0,0,0,0,0
5fe94de6702632098af4cac9f48ac7df38cda50ef3136f5df18c4dd5ff0d3784,43015.99444,43015.99653,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Not confident at all,Confident,Slightly confident,Not confident at all,Slightly confident,1,2,1,4,2,1,2,No,No,No,Yes,Yes,No,No,0,0,0,1,1,0,0
2d13447798216b1835d6d1fa290804b413878fdb4f1106317349f9005a3d16e3,43015.99444,43015.99653,School of Law,Slightly confident,Confident,Somewhat confident,Very confident,Somewhat confident,Very confident,Very confident,2,4,3,5,3,5,5,No,No,Unsure,Unsure,Unsure,Yes,Yes,0,0,0,0,0,1,1
ff9facd4209a7b27f2563830990c4ec1f3ad6af3e7f151910d7424c8eafd131d,43015.99444,43015.99514,Lee Kong Chian School of Business,Somewhat confident,Confident,Very confident,Very confident,Confident,Very confident,Very confident,3,4,5,5,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
3676db17f689c9d0d154df050eef6ae347ad85ff21150ddd9ef685de0814979e,43015.98958,43015.99236,School of Social Sciences,Slightly confident,Confident,Very confident,Very confident,Confident,Very confident,Very confident,2,4,5,5,4,5,5,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
70374779602208df89a46aec2d7f5c956b2247920513a1c75928b5ad960a0a4b,43015.98264,43015.98333,School of Law,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,3,4,3,4,4,3,3,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
185178e86e8a32814e889a065b0bf6f3ff727b7b21e3d457081fb983712debbb,43015.97083,43015.97292,School of Information Systems,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Very confident,Very confident,3,3,3,4,3,5,5,Unsure,Yes,Yes,Yes,Unsure,Yes,Yes,0,1,1,1,0,1,1
c879b74b46bc1c202c1d635bc4108c75d8125eeadc8af6aa7b017f1de6ac3eb2,43015.95139,43015.95278,School of Accountancy,Slightly confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,2,4,3,4,4,3,3,No,Yes,No,Yes,Yes,No,No,0,1,0,1,1,0,0
82649c722eea8b123c004b4314dfbd6c3d6604d75e577c74edc3b6facddc5d62,43015.94167,43015.94306,School of Social Sciences,Confident,Confident,Slightly confident,Very confident,Confident,Somewhat confident,Confident,4,4,2,5,4,3,4,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
f15e13db7c630a2ef89d624ce88439e7e6c4efcea4ac89fa3fe0d940619fc75e,43015.94028,43015.94167,School of Economics,Somewhat confident,Confident,Confident,Very confident,Somewhat confident,Somewhat confident,Somewhat confident,3,4,4,5,3,3,3,No,Yes,No,Yes,Unsure,Yes,Yes,0,1,0,1,0,1,1
c1c4019477758b0a2a46a485928747cc77dfb653e3d2ca0e0e752f6cefdc8969,43015.93333,43015.93542,School of Law,Somewhat confident,Somewhat confident,Not confident at all,Confident,Very confident,Very confident,Very confident,3,3,1,4,5,5,5,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
174ea64dfe98776177971a77ac67e3faa8f891032d745b9d15d2cae0e97e686c,43015.91597,43015.91806,Lee Kong Chian School of Business,Somewhat confident,Confident,Not confident at all,Very confident,Confident,Slightly confident,Slightly confident,3,4,1,5,4,2,2,No,Yes,No,Yes,Unsure,Yes,No,0,1,0,1,0,1,0
01fd0c58bab2bae8ed8097b2983f5a8b8f7576347b0fddf0b70288df26d399e9,43015.88819,43015.89097,School of Information Systems,Confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,4,4,3,4,4,4,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
8b12d6ed9e0f2c716afbcfc900e0b0764e8f90f7c90d1de1ecd6b9b9378afc52,43015.88264,43015.88403,School of Social Sciences,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,1,2,1,3,3,2,2,Unsure,Yes,Unsure,Yes,Yes,Unsure,Yes,0,1,0,1,1,0,1
72f8c0ed9bbb160331cb5334d7bfbf9e174ab5336c500a0bea35646086179c60,43015.84861,43015.85278,School of Economics,Somewhat confident,Very confident,Not confident at all,Very confident,Very confident,Very confident,Very confident,3,5,1,5,5,5,5,No,Unsure,No,Yes,Unsure,Yes,Yes,0,0,0,1,0,1,1
22452702a61f23cce2793270360db89dd74ea119c3be3216d93a7f1def5736f1,43015.84861,43015.85139,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,1,2,2,3,2,2,2,No,Yes,Unsure,Yes,Yes,Unsure,Unsure,0,1,0,1,1,0,0
0d0b916279d984be834ca3115ee63a311581613a323b8dbcf10d850fd8bef665,43015.84236,43015.84444,School of Social Sciences,Somewhat confident,Confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,3,4,3,4,3,4,4,No,Yes,No,Yes,Unsure,Yes,Yes,0,1,0,1,0,1,1
48d40b3726da0d131449750509d834819d2311733082fb8d5891ced3a264e882,43015.81319,43015.81528,School of Economics,Somewhat confident,Very confident,Slightly confident,Very confident,Confident,Very confident,Very confident,3,5,2,5,4,5,5,Unsure,Yes,Yes,Yes,Unsure,Yes,Yes,0,1,1,1,0,1,1
87de7f126e9e36e40905a76c65867e1a82cc72773cb929ea05ca9e76ae2a387f,43015.73819,43015.73958,Lee Kong Chian School of Business,Very confident,Confident,Somewhat confident,Very confident,Confident,Somewhat confident,Confident,5,4,3,5,4,3,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
9ec9c02e256ca4422b6624e08602fd8b54d31d747a8b4f45cf67f0b16d05189f,43015.73542,43015.73611,School of Law,Somewhat confident,Confident,Confident,Very confident,Very confident,Somewhat confident,Somewhat confident,3,4,4,5,5,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
aa72d516391fb213175176d1181983e807bd113b29185df8f78dd19d46fe0668,43015.72569,43015.72778,Lee Kong Chian School of Business,Confident,Very confident,Confident,Very confident,Confident,Confident,Confident,4,5,4,5,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
d94e4e48624143c72d9ddf4f1858b9baa9c53a997ff7b997fa5385759fe3c638,43015.70556,43015.70625,School of Law,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Somewhat confident,Not confident at all,Not confident at all,2,2,1,3,3,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
52a577d2d1e25183cb416b4dd1046b9958f5c40610a5fb89b729480372b7b7a7,43015.67292,43015.67431,Lee Kong Chian School of Business,Somewhat confident,Confident,Slightly confident,Confident,Confident,Not confident at all,Not confident at all,3,4,2,4,4,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
58a41dbfe375521f8ba99d3f2e732d62d0829a438b2f22bf19fed78e14c8e2df,43015.62431,43015.625,School of Economics,Confident,Confident,Very confident,Very confident,Very confident,Confident,Somewhat confident,4,4,5,5,5,4,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
72f0f3af30cc18ac6f6344a13ba2649b36898b175e1dfcb77e7db31120f3b751,43015.61528,43015.61736,School of Accountancy,Confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Slightly confident,Somewhat confident,4,3,3,4,3,2,3,Yes,Yes,Unsure,Yes,No,Unsure,Unsure,1,1,0,1,0,0,0
27cd85a787f0cd848c38d2d3301da5d0ec010ca6e778f1e31ffb558e953fab6e,43015.61181,43015.6125,Lee Kong Chian School of Business,Somewhat confident,Confident,Confident,Confident,Confident,Slightly confident,Confident,3,4,4,4,4,2,4,Yes,Yes,No,Yes,Yes,Unsure,Yes,1,1,0,1,1,0,1
f43d700b251dddb2027bee9fc9209c7ae47831ab6c085b8c1d9e4ff3dbadda61,43015.57917,43015.58333,Lee Kong Chian School of Business,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Somewhat confident,Somewhat confident,3,4,3,5,4,3,3,Yes,Yes,No,Unsure,Unsure,Unsure,Unsure,1,1,0,0,0,0,0
3e07a2574791f0b42323e6e43900f709a8f0d351473d1bee372bf145641e0f10,43015.55556,43015.55694,Lee Kong Chian School of Business,Confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,4,4,3,4,4,4,4,Yes,No,No,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1
14e6971dc375f21d341b03acf8ef05f98cb8400070ab7b9f2106ba178565d05f,43015.51806,43015.52014,School of Accountancy,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Confident,Confident,3,4,3,5,4,4,4,Yes,Yes,No,Yes,Yes,Yes,Unsure,1,1,0,1,1,1,0
18d8ce13c9e4f984e30113a0194f38f423619d904138b15030a508582dc3bcdd,43015.51736,43015.51944,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Somewhat confident,Very confident,Slightly confident,Not confident at all,Not confident at all,2,2,3,5,2,1,1,Unsure,Yes,Yes,Yes,Unsure,No,Unsure,0,1,1,1,0,0,0
a310e0fe48492b387be694f0bb09f1f87f35e4637b67ec283d358878f5bd73c9,43015.51111,43015.51319,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,2,3,3,4,3,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
758b842c968202dba171dd818a971f9ff050f9b1bbb42d42882bc7cd4c386d05,43015.49097,43015.49306,School of Economics,Somewhat confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Slightly confident,Somewhat confident,3,3,2,4,2,2,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
459d80097357675e81326d1aa6ecda6bd3b528b0fbcc455573a70d577d25226f,43015.48125,43015.48333,School of Accountancy,Slightly confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Slightly confident,Confident,2,3,1,4,2,2,4,No,Unsure,No,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
dd6c36ae999a9ba024cbdf1cfcdba23cb95ece7b370be2fe429276551bc0a081,43015.46319,43015.46597,School of Information Systems,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,3,4,3,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
680534f1c2e5c80951bc7296ca6040b5a2b419de47234731f3c97083bc978fd0,43015.44236,43015.44444,School of Information Systems,Somewhat confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Slightly confident,Slightly confident,3,3,1,4,3,2,2,Yes,Yes,No,Yes,Yes,No,No,1,1,0,1,1,0,0
0858df662bf6e9d33dedfab8db43495b76c4a7b99e4456fc874d41b0406156ed,43015.43125,43015.43264,School of Law,Somewhat confident,Very confident,Confident,Very confident,Very confident,Confident,Confident,3,5,4,5,5,4,4,No,Yes,No,No,Yes,Yes,Yes,0,1,0,0,1,1,1
6b7f6fc847ed3135c1d7ec641e1709b4e06597445ec95f2b806f388089d40f52,43015.42986,43015.43056,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Slightly confident,Not confident at all,1,2,1,3,2,2,1,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
ad18f32bca3e0e7684e8937aed7d8197eeab1a34393edb24169c2fa505678590,43015.39653,43015.39861,School of Information Systems,Confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,4,5,5,5,5,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
871b774626c040931ae8bbb4c3506a5175df80128af8ecf9f3d24a969b42f8d2,43015.37917,43015.38056,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Very confident,Not confident at all,Confident,2,3,2,2,5,1,4,Yes,Yes,Unsure,Yes,Yes,No,Yes,1,1,0,1,1,0,1
839c30687b9fe97132829acf0ccde92a50c2e85ce5610fd317b746fe2af3e8b9,43015.31319,43015.31597,School of Information Systems,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,3,3,3,3,3,3,2,No,No,Unsure,No,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
e0da37d14197996a7e58d14b1cc71cf9a20e07b0646aea12cb9df39cc0a89d6e,43015.04861,43015.04931,School of Social Sciences,Slightly confident,Somewhat confident,Somewhat confident,Confident,Confident,Confident,Somewhat confident,2,3,3,4,4,4,3,No,Unsure,Unsure,No,Yes,Unsure,No,0,0,0,0,1,0,0
5eec3280b93147eab90ff1b04d850686ce9b535c268302be0079595ea86e12fc,43015.02847,43015.03056,Lee Kong Chian School of Business,Confident,Confident,Somewhat confident,Very confident,Confident,Somewhat confident,Somewhat confident,4,4,3,5,4,3,3,Unsure,Yes,No,Yes,Yes,No,No,0,1,0,1,1,0,0
5100b93193af9d68d4af9777092a6b8dfe89af9ee05b1765aec0621202df12f0,43015.00625,43015.00833,School of Information Systems,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Very confident,Not confident at all,3,4,3,5,4,5,1,Yes,Yes,No,Yes,Yes,Yes,Unsure,1,1,0,1,1,1,0
987e86c4ce6e1e631f8f7ba010f70daab2730696bb7cecfdf8f59fefaa713186,43015.00417,43015.00556,School of Economics,Somewhat confident,Confident,Confident,Very confident,Confident,Confident,Confident,3,4,4,5,4,4,4,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
30421398d00e328bc7196281631af99834bf5e83c3ce0d8eca44be48703d6196,42985.97917,42985.97986,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Not confident at all,Confident,Confident,Not confident at all,Not confident at all,3,3,1,4,4,1,1,No,Yes,No,Yes,Yes,No,No,0,1,0,1,1,0,0
79548969a5f7360d39383bab708790b6ad2e020577df2384d3de73702f8f49e4,42985.97639,42985.97917,School of Economics,Somewhat confident,Confident,Somewhat confident,Very confident,Somewhat confident,Confident,Very confident,3,4,3,5,3,4,5,Unsure,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,0,0,0,0,1,0,0
6a80f8be455541affceab76c2ee16e02ba8c4d75a5fbbb6487bff9c21bd98e84,42985.97847,42985.97917,School of Information Systems,Somewhat confident,Somewhat confident,Confident,Very confident,Confident,Somewhat confident,Somewhat confident,3,3,4,5,4,3,3,Unsure,Unsure,Unsure,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
00cc92f23fcba26e9982266a22ae353a51c7cdf7fc55e7ff4fe76976d0366a04,42985.97639,42985.97778,School of Social Sciences,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
f921f3964c39a45994d29b0449fa27db927aa5b428662be15e1b96db1d828d6f,42985.91667,42985.94792,School of Economics,Very confident,Very confident,Confident,Very confident,Very confident,Somewhat confident,Somewhat confident,5,5,4,5,5,3,3,Yes,Yes,No,Yes,Yes,No,No,1,1,0,1,1,0,0
eab58ec0300abc81d38a4f0cce22fdb81ca0474248addacbbbc1c3971742c06a,42985.94306,42985.94444,School of Accountancy,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Very confident,Very confident,3,4,3,5,4,5,5,No,No,No,No,No,No,No,0,0,0,0,0,0,0
6f5d32655def014eeb76133d37d90127351ec43963422a31cb3d42fd22ae3d17,42985.94167,42985.94236,School of Accountancy,Slightly confident,Slightly confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,2,2,3,4,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
f3111f91c3f50e45c600f0ceb767824b9aaaac0ed10cbe12d58ac6827cdd8569,42985.9375,42985.93958,Lee Kong Chian School of Business,Slightly confident,Confident,Slightly confident,Very confident,Somewhat confident,Confident,Somewhat confident,2,4,2,5,3,4,3,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
743ee967b93fadd3916120989542c62b18f4c16ee1691f956a95c3401c3d07fb,42985.93472,42985.93611,Lee Kong Chian School of Business,Somewhat confident,Slightly confident,Not confident at all,Confident,Slightly confident,Somewhat confident,Confident,3,2,1,4,2,3,4,Unsure,Yes,No,Yes,Unsure,Yes,Yes,0,1,0,1,0,1,1
dd34d50bd2f62f578b01ba5afc82baf74f18cbc18b8a1472fd2a936cf4f77d17,42985.91875,42985.92014,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Somewhat confident,Somewhat confident,2,3,2,4,2,3,3,Unsure,Yes,Yes,Yes,No,Yes,Unsure,0,1,1,1,0,1,0
273e181d9496070ec55c9b369969e3a60fcc92eda289ab77db85e5e891f5a1af,42985.90903,42985.91597,Lee Kong Chian School of Business,Not confident at all,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,1,3,3,3,2,3,3,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
f7bcb48ed3a7ef2114eac4373e136e9b0b7e60e09524b77e9d1ee707a081d93f,42985.90069,42985.90208,Lee Kong Chian School of Business,Somewhat confident,Confident,Slightly confident,Confident,Confident,Confident,Confident,3,4,2,4,4,4,4,Yes,No,No,No,Yes,Yes,Yes,1,0,0,0,1,1,1
10d638cc09d86bd54e4a2fbd67161fc3867a0b2e0e46cfb1ef970f532986d973,42985.89514,42985.89722,School of Social Sciences,Not confident at all,Confident,Slightly confident,Very confident,Somewhat confident,Slightly confident,Somewhat confident,1,4,2,5,3,2,3,No,Yes,No,Yes,Unsure,Unsure,Unsure,0,1,0,1,0,0,0
8546e53dd07d0a1632f552f279101c494fb8d7d348565929cabaabd7abbbfb03,42985.88542,42985.88819,School of Information Systems,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
edc33f4048c479949eb71e09a104f880a04f410ecd4a74689ca0b7d0c5ec3fab,42985.88125,42985.88403,School of Social Sciences,Somewhat confident,Confident,Confident,Very confident,Very confident,Confident,Very confident,3,4,4,5,5,4,5,No,Yes,Yes,Yes,Yes,No,Yes,0,1,1,1,1,0,1
575094790122b63eb2d2ec0032eea601f57b7dc2a3d33bd7527a21d475b59969,42985.87639,42985.87847,Lee Kong Chian School of Business,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Confident,Confident,3,4,3,5,4,4,4,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
d65a98f767ca787eb2a935bd885b1d1b27b0cfe520a42ecd9f4e5bd5068ff908,42985.87569,42985.87778,School of Accountancy,Slightly confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,2,4,3,4,4,4,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
cc419c035ba970f3110e349344a7e5d2edd39b337440290c4df9a1787fbc7b8d,42985.86458,42985.86597,School of Economics,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,2,4,3,3,3,2,2,Yes,Yes,Unsure,Unsure,Yes,No,No,1,1,0,0,1,0,0
e541f13a1e13fa9b48d1555ab283f9c97324ed6d6c85895d1981d7660bfbbd0c,42985.86042,42985.8625,School of Economics,Somewhat confident,Confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,3,4,2,4,3,3,3,No,Yes,No,Yes,Yes,No,No,0,1,0,1,1,0,0
766aad4442b5908a7f54561358f0d94ec3ebc2f570ca8f539afc286f00ada012,42985.8375,42985.84722,School of Law,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,3,3,2,3,3,2,3,No,Yes,No,Yes,Unsure,No,Yes,0,1,0,1,0,0,1
ccb2837a3bf46de4ea21a8d6e0cfada608103c31cf9f7e78f477c9b2d0b92202,42985.84375,42985.84653,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,1,2,1,3,3,2,3,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
7165c867dda5b02f79ff0d8fdef5184ae32e6f2609eaaa27be0dd409ff57485c,42985.83264,42985.83333,School of Law,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Confident,Confident,2,3,2,4,3,4,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
f6d53217803befb958aa6bb47ee35f953e9c4734e57b2b532cd6603807fa262c,42985.78681,42985.78889,School of Law,Somewhat confident,Confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,3,4,2,4,3,3,3,Yes,Yes,No,No,Yes,Yes,Yes,1,1,0,0,1,1,1
5dfbff18b949367c898949aa91827d0dbdc149a7ce8d965a8be654daa901661f,42985.77153,42985.77292,School of Economics,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Slightly confident,Slightly confident,3,4,3,4,4,2,2,No,No,Yes,Yes,No,No,No,0,0,1,1,0,0,0
dac32596ed8ef17fca22a49a176515ea42dd81aa40159bf7677fed0cb133fdda,42985.7625,42985.76389,School of Information Systems,Somewhat confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Slightly confident,Not confident at all,3,3,1,4,2,2,1,Yes,Yes,No,Yes,Unsure,No,Unsure,1,1,0,1,0,0,0
c9875296df3dcaaa4104693ca528f1544da786a9140a299e1a9c2e75407fe7d1,42985.75486,42985.75486,School of Information Systems,Confident,Very confident,Somewhat confident,Very confident,Confident,Very confident,Very confident,4,5,3,5,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
1a202b14106dfa4ed840299b2fbbca1565825e9827e0a59e938fa5dbe3ca8a8f,42985.75417,42985.75486,School of Economics,Confident,Confident,Slightly confident,Confident,Confident,Confident,Confident,4,4,2,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
ebf8e15306b337f1248ce421da8d1595fdd05528da0cfa3ec4221ce4f3b98d2e,42985.75278,42985.75417,Lee Kong Chian School of Business,Confident,Confident,Not confident at all,Confident,Confident,Slightly confident,Slightly confident,4,4,1,4,4,2,2,Yes,Yes,No,Yes,Yes,No,Yes,1,1,0,1,1,0,1
4428b45b166269c43ef821c7ef96d1f603cda368941b8a209d779b39ff581cb5,42985.71528,42985.71667,School of Accountancy,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Somewhat confident,3,3,2,3,2,2,3,No,Yes,No,Yes,No,No,Yes,0,1,0,1,0,0,1
8f3eaa45aebc8843bc8dbf5f15c8fdba1bef813e0c1094f6f589965bc5e6c1d8,42985.71042,42985.71319,Lee Kong Chian School of Business,Confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,4,4,3,4,4,3,3,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
79621e1d5040c3be4bbd7cc82ed7f3fbeb2203ad2a928dc191ffedea62741f00,42985.69722,42985.7,School of Accountancy,Confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Confident,4,4,3,4,4,3,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
791872dcabc55f72dab9c417b28d14a8d9ada7ac016a965563ce7d7bf68a7830,42985.69583,42985.69722,School of Law,Somewhat confident,Very confident,Confident,Very confident,Confident,Confident,Confident,3,5,4,5,4,4,4,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
8dbe18c7dcf938a56b8e83e4fc32af0110df87c9b759190a95a6cb02089112d8,42985.68958,42985.69236,School of Economics,Confident,Very confident,Confident,Very confident,Confident,Confident,Very confident,4,5,4,5,4,4,5,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
bffa9492655f1ac11f15c3484ffae0e2cbfb1ef3a5653ecceabe74e38a76cde8,42985.67153,42985.67361,School of Social Sciences,Slightly confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,2,2,3,3,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
4569d6da84f54e9ad25d42d8d164e330fe6e851c97266f26c7b43e077a0d29d9,42985.64861,42985.65486,School of Accountancy,Slightly confident,Somewhat confident,Not confident at all,Very confident,Confident,Slightly confident,Confident,2,3,1,5,4,2,4,Unsure,No,No,Yes,Yes,No,Yes,0,0,0,1,1,0,1
71e672b58f9ee0ddee71f3ae2dc94e559a7661a001cc90443f491196f45a2e9a,42985.63194,42985.63333,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,2,2,2,2,2,2,2,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
